Dataset x,Dataset y
8.289335899684E-1,3.863576973980E-3
8.316449074309E-1,3.884499244157E-3
8.328322929638E-1,3.897315448337E-3
8.341133835163E-1,3.912405588522E-3
8.348968071875E-1,3.918660583067E-3
8.358170048115E-1,3.932851726011E-3
8.360725330704E-1,3.938145847992E-3
8.371010009331E-1,3.955363789042E-3
8.372135580471E-1,3.960127214824E-3
8.397338916633E-1,3.995980608917E-3
8.399506536334E-1,3.999828005396E-3
8.402055357227E-1,4.029279236868E-3
8.407221831399E-1,4.050512447844E-3
8.414154912485E-1,4.069820151796E-3
8.418490067067E-1,4.101259179310E-3
8.421295214154E-1,4.117457112482E-3
8.431644286322E-1,4.165445405209E-3
8.431774669636E-1,4.139035889427E-3
8.441203105938E-1,4.206533469731E-3
8.457731194886E-1,4.225703413695E-3
8.476673936582E-1,4.235131936368E-3
8.509282366572E-1,4.257664711882E-3
8.537466730509E-1,4.280995597322E-3
8.548346610939E-1,4.291769530343E-3
8.584051921112E-1,4.325307353315E-3
8.587505640116E-1,4.323623308515E-3
8.602848836000E-1,4.339876915468E-3
8.615566921196E-1,4.347404687343E-3
8.632883551942E-1,4.372565977577E-3
8.640980815304E-1,4.384547951971E-3
8.653053329910E-1,4.393217888355E-3
8.667345396410E-1,4.404882783340E-3
8.688046118770E-1,4.430034800303E-3
8.693863196438E-1,4.438121670025E-3
8.707417709141E-1,4.460772395198E-3
8.717465973656E-1,4.481812166384E-3
8.724399054743E-1,4.501119870335E-3
8.727079706135E-1,4.530608467927E-3
8.731282004929E-1,4.548157328082E-3
8.747803886384E-1,4.584904813381E-3
8.756746257744E-1,4.605857583773E-3
8.757317664492E-1,4.635116165173E-3
8.758174016204E-1,4.672566806968E-3
8.774207501752E-1,4.715089632977E-3
8.803085897366E-1,4.767572441208E-3
8.808202976949E-1,4.785628971556E-3
8.824756861582E-1,4.815894121163E-3
8.842261433212E-1,4.829350837511E-3
8.875503489880E-1,4.845105240926E-3
8.890509291148E-1,4.863790615425E-3
8.904048272679E-1,4.880799426569E-3
8.916120787285E-1,4.889469362952E-3
8.930412853786E-1,4.901134257938E-3
8.951580029873E-1,4.919682707074E-3
8.964649942600E-1,4.926249181816E-3
8.985464454034E-1,4.928352894096E-3
9.008680122435E-1,4.936212024813E-3
9.029154659368E-1,4.936876169156E-3
9.047843981983E-1,4.947628702320E-3
9.051638225439E-1,4.952419970310E-3
9.068712131285E-1,4.955815805916E-3
9.080747755058E-1,4.965994938161E-3
9.099172945890E-1,4.990703034547E-3
9.115226934580E-1,4.994800478757E-3
9.138175707958E-1,4.999599279282E-3
9.168522434881E-1,5.005998369532E-3
9.188860566629E-1,5.014958621700E-3
9.202953507800E-1,5.027411835534E-3
9.228944036021E-1,5.053523623523E-3
9.239156197762E-1,5.060196534854E-3
9.240822601340E-1,5.061619606436E-3
9.261225305214E-1,5.068045945836E-3
9.280302433007E-1,5.079337603649E-3
9.293875614231E-1,5.098206966335E-3
9.306288935830E-1,5.114738695555E-3
9.329253894150E-1,5.129440886166E-3
9.335886586144E-1,5.130503085570E-3
9.356191135826E-1,5.130447445943E-3
9.371810020196E-1,5.130404646230E-3
9.381299655159E-1,5.132779474809E-3
9.403817194047E-1,5.139245034636E-3
9.408717818668E-1,5.141827505918E-3
9.422638013450E-1,5.147110492089E-3
9.437976720528E-1,5.158833254361E-3
9.445565166694E-1,5.165494777468E-3
9.469773591751E-1,5.177839887284E-3
9.478382409748E-1,5.184440022565E-3
9.499607511162E-1,5.186233931248E-3
9.518513975341E-1,5.195185244946E-3
9.524008645435E-1,5.200031874150E-3
9.543244377867E-1,5.205561099128E-3
9.558863262237E-1,5.205518299415E-3
9.574468811950E-1,5.208176472907E-3
9.588316792683E-1,5.210929493807E-3
9.602573269539E-1,5.227606224350E-3
9.622124740205E-1,5.247016541141E-3
9.638816411534E-1,5.258160396473E-3
9.647971296323E-1,5.259292854046E-3
9.667888755713E-1,5.267341085139E-3
9.693041536850E-1,5.273889454954E-3
9.769974004432E-1,5.328882784824E-3
9.785229208243E-1,5.332202147316E-3
9.841434874683E-1,5.357282594914E-3
9.864561564143E-1,5.371238369356E-3
9.888457510152E-1,5.378143877306E-3
9.901158846595E-1,5.384042558676E-3
9.935976132842E-1,5.424186105031E-3
9.978620872317E-1,5.424044238933E-3
1.000635221878E0,5.431170745768E-3
1.002626967817E0,5.439218976861E-3
1.004187522788E0,5.441877150353E-3
1.005749411225E0,5.441834350640E-3
1.008247677094E0,5.443296422582E-3
1.010429742673E0,5.452509844321E-3
1.011791061193E0,5.463276287393E-3
1.012969092622E0,5.476208502328E-3
1.014213625100E0,5.486257895856E-3
1.018217627163E0,5.495961579237E-3
1.019753454028E0,5.498993416834E-3
1.021746628405E0,5.503646145549E-3
1.023515983873E0,5.507070293566E-3
1.024970822420E0,5.514550762561E-3
1.026818888721E0,5.523914229746E-3
1.028906022799E0,5.536602028264E-3
1.031345736409E0,5.550456573176E-3
1.033959852671E0,5.562063275420E-3
1.036171378716E0,5.571235161457E-3
1.038324606114E0,5.579229664736E-3
1.039841046705E0,5.592152606399E-3
1.041226974335E0,5.605799374227E-3
1.043149391908E0,5.613669442649E-3
1.045530205002E0,5.615764951651E-3
1.048317742930E0,5.637656184233E-3
1.050058269663E0,5.658045576805E-3
1.051776707310E0,5.675158009469E-3
1.053145818733E0,5.684262948586E-3
1.055138595833E0,5.688967134599E-3
1.057169050801E0,5.688911494973E-3
1.058730939238E0,5.688868695260E-3
1.060292827675E0,5.688825895547E-3
1.061854716112E0,5.688783095834E-3
1.063416604549E0,5.688740296121E-3
1.064978492986E0,5.688697496408E-3
1.068857837336E0,5.697810389662E-3
1.072771933582E0,5.720895176303E-3
1.074333822019E0,5.720852376590E-3
1.075895710456E0,5.720809576877E-3
1.077457598893E0,5.720766777164E-3
1.079014153468E0,5.731527870271E-3
1.080223621722E0,5.742298474426E-3
1.082132596479E0,5.742246163666E-3
1.083694484916E0,5.742203363953E-3
1.085256373353E0,5.742160564240E-3
1.086818261790E0,5.742117764527E-3
1.088744294536E0,5.742665194482E-3
1.090216511754E0,5.746301126893E-3
1.091781045361E0,5.751885206080E-3
1.094565057014E0,5.780919012248E-3
1.096168256960E0,5.785076537529E-3
1.097730145397E0,5.785033737816E-3
1.099292033835E0,5.784990938103E-3
1.101165233186E0,5.787100357012E-3
1.103183801974E0,5.797938820977E-3
1.106042437519E0,5.820818448747E-3
1.108330599560E0,5.826037578991E-3
1.111758268083E0,5.836352976323E-3
1.112716643273E0,5.841508103111E-3
1.114359132193E0,5.847685660842E-3
1.116439469999E0,5.852044471386E-3
1.117998691504E0,5.857403618083E-3
1.120025679462E0,5.864370508789E-3
1.123146131773E0,5.876040505757E-3
1.125790798635E0,5.892302271183E-3
1.128556821464E0,5.913833968444E-3
1.130465796220E0,5.913781657684E-3
1.132027684657E0,5.913738857971E-3
1.133589573094E0,5.913696058258E-3
1.135151461531E0,5.913653258545E-3
1.135502175248E0,5.915084147653E-3
1.137024660883E0,5.915762677454E-3
1.139262354487E0,5.924344356289E-3
1.141393681417E0,5.924285952514E-3
1.142955569854E0,5.924243152801E-3
1.144512124428E0,5.935004245908E-3
1.146068679002E0,5.945765339015E-3
1.147628122752E0,5.950674323511E-3
1.150228677297E0,5.955854882999E-3
1.154002971734E0,5.965084694435E-3
1.155875703883E0,5.971592794429E-3
1.158547784910E0,5.977834619771E-3
1.160108339881E0,5.980492793263E-3
1.161667561386E0,5.985851939960E-3
1.163228116358E0,5.988510113452E-3
1.164790004795E0,5.988467313740E-3
1.166351893232E0,5.988424514027E-3
1.170126391234E0,5.995986598674E-3
1.172594113117E0,5.999057207995E-3
1.174465178924E0,6.005488184031E-3
1.175729400468E0,6.011812317753E-3
1.177939761428E0,6.017945896329E-3
1.181954776013E0,6.020408195357E-3
1.184557923408E0,6.020336862502E-3
1.187786164360E0,6.028351210489E-3
1.189153167155E0,6.033880987937E-3
1.190795656076E0,6.040058545668E-3
1.192877327347E0,6.041716383007E-3
1.194439215784E0,6.041673583294E-3
1.195999770755E0,6.044331756786E-3
1.197558992261E0,6.049690903483E-3
1.199119547232E0,6.052349076975E-3
1.200681435669E0,6.052306277262E-3
1.202243324106E0,6.052263477549E-3
1.203805212543E0,6.052220677836E-3
1.205367100980E0,6.052177878123E-3
1.206928989417E0,6.052135078410E-3
1.208802188769E0,6.054244497319E-3
1.210681171751E0,6.064411552124E-3
1.212578833810E0,6.076288688296E-3
1.214722430013E0,6.084332758306E-3
1.217524228247E0,6.103702725898E-3
1.219397427599E0,6.105812144807E-3
1.220957982570E0,6.108470318299E-3
1.222517204076E0,6.113829464996E-3
1.224077759047E0,6.116487638488E-3
1.225640980950E0,6.113743865570E-3
1.227204202852E0,6.111000092652E-3
1.230976033923E0,6.123964123710E-3
1.235119452212E0,6.133741156351E-3
1.237591012095E0,6.162933576529E-3
1.238899912076E0,6.174421705779E-3
1.242263935401E0,6.188614476905E-3
1.245490694724E0,6.199629906230E-3
1.246857697519E0,6.205159683678E-3
1.248500186439E0,6.211337241409E-3
1.250581857710E0,6.212995078748E-3
1.252143746147E0,6.212952279035E-3
1.253705634584E0,6.212909479322E-3
1.255266189556E0,6.215567652814E-3
1.256825411061E0,6.220926799511E-3
1.258385966033E0,6.223584973003E-3
1.259947854470E0,6.223542173290E-3
1.263722352472E0,6.231104257938E-3
1.267047246143E0,6.237932689903E-3
1.268527573148E0,6.244914560509E-3
1.270428843435E0,6.260467872711E-3
1.272417626117E0,6.274518266481E-3
1.273978181089E0,6.277176439974E-3
1.275540069526E0,6.277133640261E-3
1.277413268877E0,6.279243059169E-3
1.279734835718E0,6.287102189887E-3
1.281782289411E0,6.287766334229E-3
1.283344177848E0,6.287723534516E-3
1.284906066285E0,6.287680734803E-3
1.286463954325E0,6.295740854705E-3
1.288024509296E0,6.298399028197E-3
1.289586397733E0,6.298356228484E-3
1.291148286170E0,6.298313428771E-3
1.292710174607E0,6.298270629058E-3
1.294272063044E0,6.298227829345E-3
1.295833951481E0,6.298185029633E-3
1.299071536324E0,6.304848653241E-3
1.302222727921E0,6.344141959152E-3
1.305178612789E0,6.351947695455E-3
1.306740501226E0,6.351904895742E-3
1.310514999228E0,6.359466980389E-3
1.312982721111E0,6.362537589710E-3
1.314543276082E0,6.365195763202E-3
1.317140645126E0,6.376828647569E-3
1.320290960747E0,6.388896535905E-3
1.322708189864E0,6.400714419008E-3
1.324965949627E0,6.414787452530E-3
1.327013047730E0,6.416171856394E-3
1.328570935770E0,6.424231976296E-3
1.330131490741E0,6.426890149788E-3
1.331693379178E0,6.426847350075E-3
1.333255267615E0,6.426804550362E-3
1.334817156052E0,6.426761750649E-3
1.336377711023E0,6.429419924141E-3
1.337935599063E0,6.437480044043E-3
1.341053771909E0,6.454237939327E-3
1.342836004800E0,6.463120413213E-3
1.346504152188E0,6.481468580232E-3
1.348842148808E0,6.491199910152E-3
1.350404037245E0,6.491157110439E-3
1.351965925682E0,6.491114310726E-3
1.353836991489E0,6.497545286763E-3
1.356243958132E0,6.503159013717E-3
1.358208145567E0,6.501747004695E-3
1.360632006269E0,6.495738524089E-3
1.362112866660E0,6.501640005412E-3
1.364450365452E0,6.512379698663E-3
1.366012253889E0,6.512336898950E-3
1.368814052123E0,6.531706866543E-3
1.370685918009E0,6.536517258656E-3
1.372245139515E0,6.541876405353E-3
1.373805694486E0,6.544534578845E-3
1.375367582923E0,6.544491779132E-3
1.376929471360E0,6.544448979419E-3
1.378491359797E0,6.544406179706E-3
1.380053248234E0,6.544363379994E-3
1.381615136671E0,6.544320580281E-3
1.383177025108E0,6.544277780568E-3
1.386951523110E0,6.551839865215E-3
1.389419244993E0,6.554910474536E-3
1.390981133430E0,6.554867674823E-3
1.392543021867E0,6.554824875110E-3
1.394414087674E0,6.561255851147E-3
1.395678309218E0,6.567579984868E-3
1.397888670179E0,6.573713563444E-3
1.401903684764E0,6.576175862473E-3
1.403465573201E0,6.576133062760E-3
1.405027461638E0,6.576090263047E-3
1.407630609033E0,6.576018930192E-3
1.411075231261E0,6.585136662055E-3
1.412508607862E0,6.591179850389E-3
1.413830307235E0,6.597456536021E-3
1.416765873419E0,6.604990163120E-3
1.419063122119E0,6.618920636910E-3
1.420625010556E0,6.618877837197E-3
1.422186898993E0,6.618835037484E-3
1.423748787430E0,6.618792237771E-3
1.425310675867E0,6.618749438058E-3
