Dataset x,Dataset y
1.182934554465E0,1.481682179089E-2
1.185018134311E0,1.485404525228E-2
1.187516562143E0,1.490990963161E-2
1.190024329892E0,1.490979288265E-2
1.192532097642E0,1.490967613368E-2
1.195860221445E0,1.500282234888E-2
1.199460759498E0,1.513327634417E-2
1.202525808970E0,1.513313365099E-2
1.205033576719E0,1.513301690203E-2
1.207541344468E0,1.513290015307E-2
1.210049112217E0,1.513278340410E-2
1.212556879966E0,1.513266665514E-2
1.215064647715E0,1.513254990617E-2
1.217987263450E0,1.515107407515E-2
1.220070843296E0,1.518829753654E-2
1.222559931211E0,1.530014304416E-2
1.225067698960E0,1.530002629519E-2
1.227566126792E0,1.535589067452E-2
1.230488742527E0,1.537441484349E-2
1.232572322373E0,1.541163830488E-2
1.235070750205E0,1.546750268421E-2
