Dataset x,Dataset y
1.089867962157E-1,1.452542180533E0
1.072895724680E-1,1.470332251215E0
1.073071602788E-1,1.486513037204E0
1.141769591999E-1,1.489784370024E0
1.141980645729E-1,1.509201313211E0
1.073405771195E-1,1.517256530584E0
9.795044490248E-2,1.564132443472E0
1.143106265624E-1,1.612758343541E0
1.117516000826E-1,1.627307860074E0
9.888611644012E-2,1.635332298777E0
9.288339659436E-2,1.640155755905E0
8.687715918642E-2,1.641743055835E0
7.138581538289E-2,1.602830024312E0
5.849746758631E-2,1.589819441230E0
8.593621130553E-2,1.565688964733E0
9.455423862585E-2,1.598094506239E0
8.681911941059E-2,1.588346462071E0
6.704162610102E-2,1.554265681581E0
6.701172682256E-2,1.526758345400E0
8.332090383098E-2,1.528459966100E0
5.670526965990E-2,1.520233267571E0
4.553700976521E-2,1.510467635593E0
6.698182754410E-2,1.499251009218E0
8.415280728455E-2,1.504193184069E0
9.788361122122E-2,1.502645456714E0
9.442408882550E-2,1.478356689919E0
7.983499971897E-2,1.479900020322E0
5.837435291031E-2,1.476553939306E0
3.864082912788E-2,1.482925123789E0
3.091626259914E-2,1.482885551215E0
3.007204767797E-2,1.495825783054E0
3.774736833630E-2,1.450559154858E0
3.260821000366E-2,1.460241244736E0
4.545082949201E-2,1.431181784246E0
5.316836089640E-2,1.424749042425E0
6.004871250397E-2,1.437728846838E0
5.319298383161E-2,1.447402142809E0
4.719905789127E-2,1.460315992932E0
6.951447230763E-2,1.460430313702E0
8.324703502538E-2,1.460500664946E0
9.697959774313E-2,1.460571016189E0
1.029788000267E-1,1.452511401864E0
1.012446418761E-1,1.436321821969E0
1.003705276765E-1,1.421754717626E0
9.349721119329E-2,1.415247227609E0
9.351831656632E-2,1.434664170796E0
8.751735550165E-2,1.441105706522E0
9.438539564161E-2,1.442758960743E0
2.284924534322E-1,1.640850474434E0
2.430833013198E-1,1.640925222630E0
2.611160837923E-1,1.649107951632E0
2.525631313721E-1,1.676571318286E0
2.482892933337E-1,1.692730119512E0
2.319660460766E-1,1.678083870020E0
2.396695072323E-1,1.658706499407E0
2.250839356879E-1,1.663485987008E0
2.087853113660E-1,1.671492837901E0
2.044956442978E-1,1.673088931736E0
2.045114733276E-1,1.687651639127E0
2.148196892713E-1,1.695794795554E0
2.182352421399E-1,1.679631597375E0
2.096787721576E-1,1.703858806832E0
1.770410715488E-1,1.682656700843E0
1.770164486136E-1,1.660003600458E0
1.650022150167E-1,1.661560121719E0
1.658816055596E-1,1.680981461859E0
2.800071514346E-1,1.657295077586E0
