Dataset x,Dataset y
7.024093907706E-2,-8.881784197001E-16
5.024125547769E0,1.703817373558E-2
1.011327142428E1,-1.496891363845E-1
1.506668143203E1,-1.530588030564E-1
1.757020138900E1,-5.017006533673E-1
2.000253120501E1,-9.115185648068E-1
2.352739238424E1,-2.342487858126E0
2.733748872823E1,-3.508345066523E0
3.030279539953E1,-5.000158200313E0
