Dataset x,Dataset y
-3.103084465956E-4,-3.794037940379E-2
2.022280146466E0,-9.485094850948E-2
4.007012970893E0,-9.485094850948E-2
6.029706861954E0,-1.327913279133E-1
8.051780136122E0,-2.845528455285E-1
1.003134115311E1,-1.233062330623E0
1.197521669873E1,-1.726287262873E0
1.403297544426E1,-2.333333333333E0
1.597529944765E1,-3.111111111111E0
1.803098947020E1,-4.097560975610E0
