Dataset x,Dataset y
-6.245004513517E-16,-7.673478157422E-5
1.859437227112E0,-1.701593781413E-1
4.101197829940E0,-3.280028238400E-1
5.295682133841E0,-3.042150415519E-1
7.105395222492E0,-5.770455574398E-1
1.009903390910E1,-1.378770555330E0
1.318303547449E1,-2.450563616971E0
1.494130556557E1,-2.916113536783E0
